# gen_access_trace · schedule=synth_scroll_15900 layout=frame-major mode=single device_rung=1/5 frames=15950 frame_bytes=250000 size_cv=0.6
# schedule_steps=26500 unique_frames=15900 schedule_revisit_pct=40.0
# readahead_reach_bytes=8388608 (host read_ahead_kb; within_readahead_pct is relative to this)
# reads=15900 total_bytes=238315946 unique_bytes=238315946 median_len=12938 adjacent_pct=0.0 within_readahead_pct=100.0 backward_pct=0.0 median_gap=202707 span_bytes=3971646725
0	10558
175978	15015
426241	13573
652466	5477
743760	5914
842340	8496
983942	8113
1119174	14525
1361259	20787
1707710	8764
1853784	4775
1933373	6223
2037105	15876
2301719	13501
2526736	7588
2653219	17359
2942536	8395
3082462	12069
3283625	32610
3827141	7259
3948130	15584
4207870	17476
4499138	9333
4654693	6729
4766849	23190
5153364	21645
5514121	20334
5853027	14791
6099556	11952
6298764	19734
6627674	9266
6782117	5532
6874320	8994
7024233	8049
7158398	5740
7254068	6233
7357960	19251
7678824	8969
7828312	4031
7895507	8613
8039057	7859
8170055	14429
8410553	5711
8505739	9655
8666659	13367
8889454	15355
9145383	10847
9326180	4586
9402615	9240
9556621	10954
9739188	7089
9857341	14610
10100852	8963
10250247	11100
10435255	12080
10636603	10492
10811485	18678
11122791	13273
11344024	13416
11567639	44616
12311245	40123
12979973	8984
13129711	14800
13376379	10441
13550398	41200
14237072	7503
14362134	11165
14548221	6897
14663173	6105
14764936	28217
15235225	25420
15658895	9119
15810879	8950
15960049	42021
16660406	23961
17059771	26592
17502984	20291
17841170	5779
17937502	27030
18388005	2205
18424767	16642
18702140	8468
18843279	9384
18999680	18826
19313454	7872
19444661	19059
19762320	9211
19915838	7081
20033863	8673
20178425	9950
20344263	29452
20835142	5137
20920773	12905
21135865	13158
21355179	11996
21555114	7115
21673709	20849
22021193	9121
22173215	16424
22446960	5485
22538387	9238
22692369	21767
23055161	16427
23328957	26026
23762724	15971
24028915	13355
24251513	11671
24446043	8999
24596030	59695
25590961	22701
25969317	34890
26550827	18711
26862688	6747
26975139	7529
27100629	4040
27167969	15366
27424077	10649
27601574	7299
27723232	13154
27942474	8411
28082664	14100
28317669	6478
28425649	16379
28698636	7709
28827120	10008
28993928	5581
29086950	19367
29409740	16094
29677980	17563
29970712	24508
30379181	12034
30579753	25602
31006457	9981
31172810	13302
31394512	8258
31532155	9943
31697888	18210
32001388	12863
32215783	11090
32400621	21076
32751904	7329
32874057	21946
33239829	12497
33448126	10466
33622560	5270
33710400	22076
34078348	11193
34264910	9742
34427277	37495
35052194	9782
35215229	8936
35364167	7145
35483253	9705
35645016	5970
35744518	12253
35948740	7242
36069447	6715
36181370	10090
36349542	15290
36604383	25797
37034335	11004
37217749	23382
37607451	34980
38190459	42055
38891378	6257
38995675	13190
39215517	27125
39667606	22683
40045664	7450
40169846	14937
40418805	18733
40731034	12731
40943227	39617
41603524	12940
41819204	15128
42071341	17383
42361067	7412
42484602	16925
42766687	12742
42979070	12075
43180328	24961
43596361	14902
43844733	8205
43981483	17938
44280453	13729
44509286	7262
44630331	21886
44995105	16281
45266458	13245
45487223	12403
45693948	20531
46036144	5506
46127920	12043
46328651	6664
46439723	6285
46544479	23912
46943014	12689
47154508	12027
47354968	7639
47482291	4302
47554000	18558
47863301	22025
48230397	10528
48405872	10202
48575914	10273
48747139	9295
48902066	13029
49119216	54193
50022446	32600
50565791	16023
50832849	19236
51153459	25289
51574957	10385
51748056	12354
51953958	6154
52056528	15903
52321590	14074
52556160	8818
52703130	12816
52916740	12170
53119575	9323
53274962	10901
53456652	9204
53610060	23142
53995774	19273
54317004	10828
54497472	10775
54677070	7225
54797502	12975
55013753	19976
55346699	9626
55507133	10828
55687615	26283
56125672	3139
56177995	8285
56316086	13752
56545296	23342
56934334	11749
57130155	15691
57391680	8014
57525261	19775
57854853	13599
58081512	11214
58268415	14174
58504660	9063
58655711	25792
59085591	9200
59238925	12799
59452242	11609
59645741	9859
59810065	15972
60076276	37999
60709600	12937
60925228	24623
61335620	19107
61654073	4254
61724984	12798
61938297	8189
62074785	7386
62197899	6453
62305454	23722
62700821	16544
62976557	10748
63155702	9312
63310904	5988
63410720	22065
63778484	5697
63873435	2857
63921064	8125
64056485	8193
64193049	22024
64560123	10422
