# gen_access_trace · schedule=synth_scroll_15900 layout=rung-major mode=single device_rung=1/5 frames=15950 frame_bytes=250000 size_cv=0.6
# schedule_steps=26500 unique_frames=15900 schedule_revisit_pct=40.0
# readahead_reach_bytes=8388608 (host read_ahead_kb; within_readahead_pct is relative to this)
# reads=15900 total_bytes=238315946 unique_bytes=238315946 median_len=12938 adjacent_pct=100.0 within_readahead_pct=100.0 backward_pct=0.0 median_gap=0 span_bytes=238315946
0	10558
10558	15015
25573	13573
39146	5477
44623	5914
50537	8496
59033	8113
67146	14525
81671	20787
102458	8764
111222	4775
115997	6223
122220	15876
138096	13501
151597	7588
159185	17359
176544	8395
184939	12069
197008	32610
229618	7259
236877	15584
252461	17476
269937	9333
279270	6729
285999	23190
309189	21645
330834	20334
351168	14791
365959	11952
377911	19734
397645	9266
406911	5532
412443	8994
421437	8049
429486	5740
435226	6233
441459	19251
460710	8969
469679	4031
473710	8613
482323	7859
490182	14429
504611	5711
510322	9655
519977	13367
533344	15355
548699	10847
559546	4586
564132	9240
573372	10954
584326	7089
591415	14610
606025	8963
614988	11100
626088	12080
638168	10492
648660	18678
667338	13273
680611	13416
694027	44616
738643	40123
778766	8984
787750	14800
802550	10441
812991	41200
854191	7503
861694	11165
872859	6897
879756	6105
885861	28217
914078	25420
939498	9119
948617	8950
957567	42021
999588	23961
1023549	26592
1050141	20291
1070432	5779
1076211	27030
1103241	2205
1105446	16642
1122088	8468
1130556	9384
1139940	18826
1158766	7872
1166638	19059
1185697	9211
1194908	7081
1201989	8673
1210662	9950
1220612	29452
1250064	5137
1255201	12905
1268106	13158
1281264	11996
1293260	7115
1300375	20849
1321224	9121
1330345	16424
1346769	5485
1352254	9238
1361492	21767
1383259	16427
1399686	26026
1425712	15971
1441683	13355
1455038	11671
1466709	8999
1475708	59695
1535403	22701
1558104	34890
1592994	18711
1611705	6747
1618452	7529
1625981	4040
1630021	15366
1645387	10649
1656036	7299
1663335	13154
1676489	8411
1684900	14100
1699000	6478
1705478	16379
1721857	7709
1729566	10008
1739574	5581
1745155	19367
1764522	16094
1780616	17563
1798179	24508
1822687	12034
1834721	25602
1860323	9981
1870304	13302
1883606	8258
1891864	9943
1901807	18210
1920017	12863
1932880	11090
1943970	21076
1965046	7329
1972375	21946
1994321	12497
2006818	10466
2017284	5270
2022554	22076
2044630	11193
2055823	9742
2065565	37495
2103060	9782
2112842	8936
2121778	7145
2128923	9705
2138628	5970
2144598	12253
2156851	7242
2164093	6715
2170808	10090
2180898	15290
2196188	25797
2221985	11004
2232989	23382
2256371	34980
2291351	42055
2333406	6257
2339663	13190
2352853	27125
2379978	22683
2402661	7450
2410111	14937
2425048	18733
2443781	12731
2456512	39617
2496129	12940
2509069	15128
2524197	17383
2541580	7412
2548992	16925
2565917	12742
2578659	12075
2590734	24961
2615695	14902
2630597	8205
2638802	17938
2656740	13729
2670469	7262
2677731	21886
2699617	16281
2715898	13245
2729143	12403
2741546	20531
2762077	5506
2767583	12043
2779626	6664
2786290	6285
2792575	23912
2816487	12689
2829176	12027
2841203	7639
2848842	4302
2853144	18558
2871702	22025
2893727	10528
2904255	10202
2914457	10273
2924730	9295
2934025	13029
2947054	54193
3001247	32600
3033847	16023
3049870	19236
3069106	25289
3094395	10385
3104780	12354
3117134	6154
3123288	15903
3139191	14074
3153265	8818
3162083	12816
3174899	12170
3187069	9323
3196392	10901
3207293	9204
3216497	23142
3239639	19273
3258912	10828
3269740	10775
3280515	7225
3287740	12975
3300715	19976
3320691	9626
3330317	10828
3341145	26283
3367428	3139
3370567	8285
3378852	13752
3392604	23342
3415946	11749
3427695	15691
3443386	8014
3451400	19775
3471175	13599
3484774	11214
3495988	14174
3510162	9063
3519225	25792
3545017	9200
3554217	12799
3567016	11609
3578625	9859
3588484	15972
3604456	37999
3642455	12937
3655392	24623
3680015	19107
3699122	4254
3703376	12798
3716174	8189
3724363	7386
3731749	6453
3738202	23722
3761924	16544
3778468	10748
3789216	9312
3798528	5988
3804516	22065
3826581	5697
3832278	2857
3835135	8125
3843260	8193
3851453	22024
3873477	10422
3883899	5788
3889687	10107
3899794	37965
3937759	7939
3945698	11135
3956833	11276
3968109	21173
3989282	38665
4027947	14970
4042917	9828
4052745	17216
4069961	4011
4073972	9947
4083919	4774
4088693	10075
4098768	5982
4104750	18451
4123201	8337
4131538	18274
4149812	15367
4165179	20357
4185536	14236
4199772	17066
4216838	9355
4226193	14365
4240558	12979
4253537	29984
4283521	11263
4294784	6925
4301709	8226
4309935	24684
4334619	24204
4358823	4602
4363425	16362
4379787	8405
4388192	8379
4396571	7187
4403758	15415
4419173	6445
4425618	15839
4441457	10278
4451735	23946
4475681	10307
4485988	14879
4500867	4499
4505366	11410
4516776	8520
4525296	10190
4535486	10945
4546431	16889
4563320	8589
4571909	6006
4577915	12303
4590218	56698
4646916	4570
4651486	10037
4661523	8038
4669561	16852
4686413	6195
4692608	9250
4701858	12641
4714499	24943
4739442	35415
4774857	18578
4793435	18243
4811678	7120
4818798	18870
4837668	8228
4845896	13222
4859118	7989
4867107	4743
4871850	18522
4890372	15874
4906246	15309
4921555	10720
4932275	10456
4942731	11753
4954484	12695
4967179	40198
5007377	12255
5019632	12500
5032132	6914
5039046	6412
5045458	12992
5058450	14816
5073266	34923
5108189	13011
5121200	12939
5134139	42420
5176559	10761
5187320	6804
5194124	17184
5211308	21641
5232949	18263
5251212	13205
5264417	8827
5273244	12970
5286214	65930
5352144	5894
5358038	15750
5373788	28556
5402344	24594
5426938	15770
5442708	18905
5461613	7311
5468924	12032
5480956	16408
5497364	19335
5516699	16398
5533097	15623
5548720	14436
5563156	8176
5571332	14928
5586260	6176
5592436	7183
5599619	6850
5606469	14307
5620776	16100
5636876	9655
5646531	4443
5650974	11330
5662304	14091
5676395	16499
5692894	5095
5697989	11438
5709427	6202
5715629	13101
5728730	18457
5747187	9926
5757113	33120
5790233	19895
5810128	19576
5829704	9611
5839315	6884
5846199	42705
5888904	16922
5905826	14083
5919909	22870
5942779	6893
5949672	9543
5959215	18213
5977428	22041
5999469	19280
6018749	10732
6029481	48122
6077603	10354
6087957	14167
6102124	6222
6108346	10830
6119176	21216
6140392	26214
6166606	4690
6171296	6309
6177605	8034
6185639	26679
6212318	15331
6227649	17501
6245150	9542
6254692	6213
6260905	10691
6271596	31303
6302899	30875
6333774	6015
6339789	9854
6349643	7852
6357495	13467
6370962	18560
6389522	12359
6401881	7102
6408983	5418
6414401	9897
6424298	18775
6443073	4633
6447706	31017
6478723	15536
6494259	11014
6505273	8801
6514074	27645
6541719	4781
6546500	8037
6554537	14534
6569071	25399
6594470	10383
6604853	23381
6628234	7346
6635580	23864
6659444	6639
6666083	20802
6686885	8450
6695335	44279
6739614	8714
6748328	9004
6757332	13189
6770521	10512
6781033	6951
6787984	19049
6807033	5789
6812822	8028
6820850	11523
6832373	8122
6840495	18591
6859086	16263
6875349	5443
6880792	9064
6889856	25413
6915269	17026
6932295	11670
6943965	30677
6974642	36624
7011266	16458
7027724	7970
7035694	6654
7042348	32810
7075158	15160
7090318	11255
7101573	15644
7117217	5374
7122591	19830
7142421	8789
7151210	4914
7156124	30755
7186879	5271
7192150	14766
7206916	13282
7220198	24744
7244942	2497
7247439	5368
7252807	8358
7261165	11118
7272283	8995
7281278	5800
7287078	10012
7297090	10621
7307711	4666
7312377	31162
7343539	3344
7346883	11289
7358172	28777
7386949	12028
7398977	8736
7407713	12321
7420034	13555
7433589	21038
7454627	20280
7474907	10984
7485891	11798
7497689	9763
7507452	8953
7516405	10662
7527067	16312
7543379	14627
7558006	15675
7573681	4143
7577824	10825
7588649	20607
7609256	58256
7667512	5038
7672550	14408
7686958	7817
7694775	13811
7708586	9587
7718173	12772
7730945	12400
7743345	12653
7755998	16922
7772920	11996
7784916	34487
7819403	10481
7829884	18404
7848288	13117
7861405	22380
7883785	4238
7888023	10094
7898117	14299
7912416	7901
7920317	10899
7931216	19962
7951178	21696
7972874	12925
7985799	16423
8002222	26075
8028297	10162
8038459	8104
8046563	23304
8069867	28823
8098690	6972
8105662	35830
8141492	26227
8167719	35107
8202826	17318
8220144	20432
8240576	16005
8256581	17242
8273823	16985
8290808	16264
8307072	13928
8321000	9287
8330287	9497
8339784	4829
8344613	25776
8370389	26410
8396799	6050
8402849	52409
8455258	30760
8486018	11722
8497740	15314
8513054	16940
8529994	16906
8546900	52464
8599364	16329
8615693	19591
8635284	7389
8642673	6619
8649292	12685
8661977	9562
8671539	10739
8682278	8917
8691195	15899
8707094	7735
8714829	14071
8728900	39435
8768335	8575
8776910	14782
8791692	7006
8798698	8864
8807562	32666
8840228	19345
8859573	10761
8870334	14132
8884466	10969
8895435	16548
8911983	4110
8916093	21987
8938080	17633
8955713	12338
8968051	5036
8973087	21495
8994582	18025
9012607	26812
9039419	27673
9067092	12183
9079275	8919
9088194	4656
9092850	9532
9102382	10614
9112996	27380
9140376	4636
9145012	17782
9162794	14812
9177606	13107
9190713	25336
9216049	14025
9230074	20429
9250503	9089
9259592	19616
9279208	6065
9285273	15016
9300289	7568
9307857	16782
9324639	12131
9336770	8988
9345758	32865
9378623	16350
9394973	18424
9413397	7382
9420779	9878
9430657	12590
9443247	9620
9452867	16627
9469494	6919
9476413	30888
9507301	12008
9519309	23162
9542471	14828
9557299	20277
9577576	8815
9586391	8206
9594597	20898
9615495	6913
9622408	15756
9638164	12481
9650645	9637
9660282	7504
9667786	17448
9685234	20034
9705268	25076
9730344	7576
9737920	21234
9759154	13916
9773070	3416
9776486	16525
9793011	15783
